anios_estudiados,barrio,categoria_de_trabajo,edad,educacion_alcanzada,estado_marital,ganancia_perdida_declarada_bolsa_argentina,genero,horas_trabajo_registradas,religion,rol_familiar_registrado,tiene_alto_valor_adquisitivo,trabajo
15,Palermo,monotibutista,42,universidad_1_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,0,directivo_gerente
13,Recoleta,relacion_de_dependencia,40,4_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,reparador
16,Palermo,relacion_de_dependencia,49,universidad_2_anio,matrimonio_civil,-1902,mujer,40,cristianismo,casada,1,ventas
13,,relacion_de_dependencia,35,4_anio,pareja_no_presente,0,hombre,40,budismo,sin_familia,0,reparador
13,Palermo,relacion_de_dependencia,52,4_anio,divorciado,0,mujer,35,judaismo,con_hijos,0,inspector
17,Palermo,relacion_de_dependencia,28,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,entretenimiento
10,Palermo,relacion_de_dependencia,35,1_anio,matrimonio_civil,0,hombre,70,cristianismo,casado,0,transporte
14,Palermo,,21,5_anio,sin_matrimonio,0,mujer,5,cristianismo,con_hijos,0,
13,Palermo,monotibutista,43,4_anio,sin_matrimonio,0,hombre,35,cristianismo,sin_familia,0,reparador
15,Palermo,,32,universidad_1_anio,sin_matrimonio,0,mujer,2,cristianismo,soltero_a,0,
19,Chacarita,monotibutista,29,universiada_5_anio,sin_matrimonio,0,hombre,50,cristianismo,con_hijos,1,profesional_especializado
17,Palermo,relacion_de_dependencia,23,universidad_3_anio,sin_matrimonio,0,hombre,25,cristianismo,con_hijos,0,inspector
14,Palermo,empleado_municipal,50,5_anio,matrimonio_civil,-1740,hombre,48,cristianismo,casado,0,entretenimiento
14,Palermo,relacion_de_dependencia,34,5_anio,sin_matrimonio,0,hombre,40,judaismo,con_hijos,0,otros
13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,otros
11,Palermo,relacion_de_dependencia,47,2_anio,matrimonio_civil,0,mujer,40,judaismo,casada,0,inspector
14,Palermo,monotibutista,37,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,sector_primario
13,Palermo,relacion_de_dependencia,25,4_anio,sin_matrimonio,0,mujer,35,judaismo,soltero_a,0,ventas
14,Palermo,relacion_de_dependencia,75,5_anio,matrimonio_civil,0,hombre,35,cristianismo,casado,1,directivo_gerente
13,Palermo,relacion_de_dependencia,24,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
17,Palermo,empleado_provincial,28,universidad_3_anio,sin_matrimonio,0,hombre,20,budismo,con_hijos,0,soporte_tecnico
11,Palermo,empleado_municipal,17,2_anio,sin_matrimonio,0,mujer,16,cristianismo,con_hijos,0,otros
13,Palermo,relacion_de_dependencia,31,4_anio,sin_matrimonio,0,hombre,40,judaismo,con_hijos,0,reparador
1,Belgrano,relacion_de_dependencia,31,preescolar,sin_matrimonio,0,mujer,35,cristianismo,otro,0,otros
13,Palermo,,18,4_anio,sin_matrimonio,0,hombre,10,cristianismo,con_hijos,0,
17,Palermo,relacion_de_dependencia,45,universidad_3_anio,matrimonio_civil,0,hombre,55,cristianismo,casado,1,profesional_especializado
13,Palermo,relacion_de_dependencia,31,4_anio,sin_matrimonio,0,hombre,42,cristianismo,con_hijos,0,reparador
17,Palermo,relacion_de_dependencia,27,universidad_3_anio,matrimonio_civil,0,hombre,42,cristianismo,casado,1,profesional_especializado
14,Palermo,relacion_de_dependencia,48,5_anio,viudo_a,-1669,mujer,38,judaismo,soltero_a,0,directivo_gerente
13,Palermo,,22,4_anio,matrimonio_civil,0,mujer,22,cristianismo,casada,0,
17,Palermo,relacion_de_dependencia,34,universidad_3_anio,matrimonio_civil,0,hombre,30,judaismo,casado,0,seguridad
13,Palermo,relacion_de_dependencia,26,4_anio,sin_matrimonio,0,mujer,40,judaismo,soltero_a,0,inspector
14,Palermo,relacion_de_dependencia,53,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,profesional_especializado
17,Palermo,relacion_de_dependencia,60,universidad_3_anio,matrimonio_civil,0,hombre,35,cristianismo,casado,1,directivo_gerente
18,Palermo,empleado_municipal,49,universidad_4_anio,separado,0,mujer,50,cristianismo,soltero_a,0,profesional_especializado
14,Palermo,relacion_de_dependencia,40,5_anio,divorciado,0,mujer,40,cristianismo,sin_familia,0,directivo_gerente
10,Palermo,responsable_inscripto,48,1_anio,matrimonio_civil,0,hombre,80,cristianismo,casado,0,sector_primario
17,Palermo,relacion_de_dependencia,23,universidad_3_anio,sin_matrimonio,0,hombre,50,cristianismo,sin_familia,0,profesional_especializado
8,Palermo,,68,7-8_grado,viudo_a,0,hombre,10,judaismo,sin_familia,0,
15,Palermo,relacion_de_dependencia,42,universidad_1_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,profesional_especializado
13,Palermo,monotibutista,37,4_anio,sin_matrimonio,0,hombre,85,cristianismo,con_hijos,0,sector_primario
13,Palermo,relacion_de_dependencia,27,4_anio,sin_matrimonio,0,mujer,45,cristianismo,con_hijos,0,reparador
14,Palermo,relacion_de_dependencia,38,5_anio,matrimonio_civil,0,hombre,44,cristianismo,casado,1,directivo_gerente
13,La Paternal,relacion_de_dependencia,27,4_anio,sin_matrimonio,0,hombre,35,cristianismo,sin_familia,0,reparador
13,Palermo,relacion_de_dependencia,75,4_anio,viudo_a,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
17,Palermo,responsable_inscripto,49,universidad_3_anio,matrimonio_civil,0,hombre,52,cristianismo,casado,1,ventas
14,Palermo,relacion_de_dependencia,27,5_anio,sin_matrimonio,0,hombre,20,cristianismo,sin_familia,0,ventas
17,Belgrano,monotibutista,36,universidad_3_anio,sin_matrimonio,0,hombre,50,cristianismo,sin_familia,0,sector_primario
17,Palermo,relacion_de_dependencia,36,universidad_3_anio,matrimonio_civil,3103,hombre,45,cristianismo,casado,1,profesional_especializado
13,Palermo,relacion_de_dependencia,35,4_anio,divorciado,0,hombre,35,cristianismo,con_hijos,0,limpiador
13,Palermo,relacion_de_dependencia,36,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,ventas
11,Palermo,relacion_de_dependencia,53,2_anio,matrimonio_civil,0,hombre,40,judaismo,casado,0,reparador
14,Palermo,relacion_de_dependencia,27,5_anio,sin_matrimonio,0,mujer,40,judaismo,soltero_a,0,entretenimiento
13,Palermo,relacion_de_dependencia,34,4_anio,divorciado,3325,hombre,35,cristianismo,sin_familia,0,reparador
14,Palermo,relacion_de_dependencia,61,5_anio,matrimonio_civil,0,hombre,44,cristianismo,casado,1,ventas
13,Palermo,relacion_de_dependencia,29,4_anio,divorciado,0,hombre,56,cristianismo,soltero_a,0,inspector
14,Palermo,empleado_provincial,40,5_anio,divorciado,0,mujer,35,judaismo,soltero_a,0,entretenimiento
18,Palermo,relacion_de_dependencia,37,universidad_4_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,1,directivo_gerente
9,Palermo,relacion_de_dependencia,22,9_grado,sin_matrimonio,0,hombre,30,cristianismo,otro,0,limpiador
14,Palermo,responsable_inscripto,43,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,directivo_gerente
13,Palermo,monotibutista,55,4_anio,matrimonio_civil,0,hombre,30,cristianismo,casado,0,sector_primario
14,Palermo,relacion_de_dependencia,28,5_anio,divorciado,0,mujer,40,cristianismo,soltero_a,0,entretenimiento
17,Palermo,relacion_de_dependencia,23,universidad_3_anio,sin_matrimonio,0,mujer,30,cristianismo,con_hijos,0,otros
11,Palermo,empleado_municipal,64,2_anio,matrimonio_civil,0,hombre,40,judaismo,casado,1,reparador
14,Palermo,relacion_de_dependencia,46,5_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,limpiador
14,Palermo,relacion_de_dependencia,29,5_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,reparador
18,Almagro,relacion_de_dependencia,44,universidad_4_anio,matrimonio_civil,0,hombre,48,budismo,casado,0,directivo_gerente
14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,hombre,25,cristianismo,con_hijos,0,profesional_especializado
14,Palermo,monotibutista,62,5_anio,divorciado,0,hombre,40,cristianismo,sin_familia,0,ventas
15,Liniers,relacion_de_dependencia,49,universidad_1_anio,sin_matrimonio,0,mujer,35,cristianismo,soltero_a,0,directivo_gerente
10,Palermo,relacion_de_dependencia,29,1_anio,matrimonio_civil,0,mujer,40,ateismo,casada,0,sector_primario
17,Colegiales,monotibutista,35,universidad_3_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,0,ventas
11,Palermo,empleado_municipal,39,2_anio,matrimonio_civil,0,hombre,30,cristianismo,casado,0,transporte
17,Palermo,relacion_de_dependencia,39,universidad_3_anio,sin_matrimonio,0,hombre,45,cristianismo,sin_familia,0,directivo_gerente
13,Palermo,relacion_de_dependencia,37,4_anio,divorciado,0,mujer,32,cristianismo,otro,0,inspector
13,Belgrano,relacion_de_dependencia,38,4_anio,matrimonio_civil,2829,hombre,30,cristianismo,casado,0,limpiador
13,Palermo,,72,4_anio,matrimonio_civil,0,hombre,8,cristianismo,casado,0,
8,Palermo,relacion_de_dependencia,31,7-8_grado,matrimonio_civil,0,hombre,40,cristianismo,casado,0,inspector
8,Palermo,relacion_de_dependencia,55,7-8_grado,matrimonio_civil,0,hombre,60,cristianismo,casado,0,reparador
14,Palermo,relacion_de_dependencia,38,5_anio,separado,0,mujer,40,cristianismo,soltero_a,0,otros
14,Palermo,relacion_de_dependencia,33,5_anio,divorciado,0,mujer,25,cristianismo,sin_familia,0,ventas
16,Palermo,relacion_de_dependencia,25,universidad_2_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
14,Palermo,,19,5_anio,sin_matrimonio,0,hombre,30,cristianismo,con_hijos,0,
15,Palermo,relacion_de_dependencia,37,universidad_1_anio,divorciado,0,mujer,52,cristianismo,soltero_a,0,soporte_tecnico
14,Palermo,relacion_de_dependencia,49,5_anio,divorciado,0,hombre,35,cristianismo,otro,0,soporte_tecnico
13,Palermo,relacion_de_dependencia,26,4_anio,sin_matrimonio,0,hombre,40,cristianismo,otro,0,reparador
13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,hombre,43,cristianismo,casado,0,reparador
13,Palermo,responsable_inscripto,44,4_anio,matrimonio_civil,0,mujer,60,cristianismo,casada,0,ventas
18,Palermo,relacion_de_dependencia,37,universidad_4_anio,separado,0,hombre,45,cristianismo,sin_familia,1,directivo_gerente
17,Palermo,relacion_de_dependencia,42,universidad_3_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,1,profesional_especializado
20,Palermo,empleado_provincial,64,universiada_6_anio,sin_matrimonio,4787,mujer,40,cristianismo,sin_familia,1,profesional_especializado
13,Palermo,relacion_de_dependencia,28,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,limpiador
13,Palermo,monotibutista,35,4_anio,sin_matrimonio,4650,hombre,50,cristianismo,sin_familia,0,directivo_gerente
17,Palermo,empleado_provincial,40,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,entretenimiento
17,Palermo,empleadao_estatal,55,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,profesional_especializado
13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,hombre,65,cristianismo,con_hijos,0,sector_primario
14,Palermo,relacion_de_dependencia,49,5_anio,sin_matrimonio,0,mujer,40,judaismo,sin_familia,0,directivo_gerente
20,Palermo,empleado_provincial,51,universiada_6_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,profesional_especializado
19,San Isidro,relacion_de_dependencia,57,universiada_5_anio,matrimonio_civil,-1902,hombre,40,budismo,casado,1,reparador
17,Palermo,relacion_de_dependencia,51,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,reparador
10,,relacion_de_dependencia,38,1_anio,sin_matrimonio,0,hombre,40,judaismo,sin_familia,0,reparador
13,Palermo,relacion_de_dependencia,24,4_anio,sin_matrimonio,-1762,mujer,32,cristianismo,con_hijos,0,ventas
13,Puerto Madero,monotibutista,45,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
13,Palermo,relacion_de_dependencia,28,4_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,0,inspector
19,Palermo,responsable_inscripto,42,universiada_5_anio,matrimonio_civil,-2415,hombre,60,cristianismo,casado,1,profesional_especializado
14,Palermo,relacion_de_dependencia,22,5_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,otros
18,Palermo,empleado_provincial,28,universidad_4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,directivo_gerente
13,Palermo,relacion_de_dependencia,60,4_anio,viudo_a,0,mujer,40,cristianismo,soltero_a,0,inspector
13,Palermo,relacion_de_dependencia,31,4_anio,separado,-2238,mujer,40,cristianismo,soltero_a,0,inspector
14,Palermo,relacion_de_dependencia,47,5_anio,matrimonio_civil,0,hombre,75,cristianismo,casado,1,reparador
13,Palermo,,40,4_anio,divorciado,0,hombre,25,cristianismo,sin_familia,0,
13,Palermo,relacion_de_dependencia,30,4_anio,matrimonio_militar,0,hombre,60,cristianismo,casado,0,entretenimiento
18,Palermo,relacion_de_dependencia,61,universidad_4_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,1,ventas
17,Palermo,empleado_municipal,71,universidad_3_anio,viudo_a,0,mujer,6,cristianismo,soltero_a,0,profesional_especializado
13,Palermo,relacion_de_dependencia,42,4_anio,divorciado,0,mujer,40,cristianismo,con_hijos,0,entretenimiento
12,Palermo,empleado_municipal,44,3_anio,matrimonio_civil,0,hombre,55,cristianismo,casado,0,reparador
14,Palermo,monotibutista,46,5_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,1,ventas
19,Palermo,empleado_municipal,50,universiada_5_anio,sin_matrimonio,0,mujer,52,judaismo,sin_familia,1,directivo_gerente
17,Palermo,empleado_provincial,27,universidad_3_anio,sin_matrimonio,0,hombre,9,cristianismo,sin_familia,0,profesional_especializado
15,Palermo,,40,universidad_1_anio,matrimonio_civil,0,hombre,15,cristianismo,casado,0,
14,Belgrano,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,mujer,40,cristianismo,otro,0,entretenimiento
13,Palermo,relacion_de_dependencia,25,4_anio,sin_matrimonio,0,hombre,35,cristianismo,otro,0,limpiador
6,Palermo,relacion_de_dependencia,61,5-6_grado,divorciado,-1876,hombre,56,cristianismo,sin_familia,0,transporte
14,Palermo,relacion_de_dependencia,54,5_anio,divorciado,0,hombre,30,cristianismo,sin_familia,0,entretenimiento
17,Palermo,relacion_de_dependencia,31,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,ventas
14,Palermo,monotibutista,53,5_anio,matrimonio_civil,0,hombre,30,cristianismo,casado,0,sector_primario
16,Palermo,responsable_inscripto,39,universidad_2_anio,matrimonio_civil,15024,hombre,55,cristianismo,casado,1,directivo_gerente
19,Palermo,responsable_inscripto,57,universiada_5_anio,matrimonio_civil,15024,hombre,50,cristianismo,casado,1,transporte
17,Palermo,relacion_de_dependencia,48,universidad_3_anio,divorciado,0,mujer,44,cristianismo,soltero_a,0,ventas
14,Palermo,relacion_de_dependencia,30,5_anio,matrimonio_civil,0,hombre,56,cristianismo,casado,1,transporte
13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,0,limpiador
13,Palermo,monotibutista,42,4_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,directivo_gerente
13,Palermo,monotibutista,34,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,inspector
13,Palermo,relacion_de_dependencia,59,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,ventas
10,Palermo,empleado_municipal,69,1_anio,matrimonio_civil,0,hombre,20,cristianismo,casado,0,directivo_gerente
14,Palermo,relacion_de_dependencia,29,5_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,entretenimiento
13,Palermo,relacion_de_dependencia,40,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,transporte
14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,hombre,15,cristianismo,con_hijos,0,otros
16,Palermo,relacion_de_dependencia,40,universidad_2_anio,divorciado,0,mujer,40,cristianismo,sin_familia,0,profesional_especializado
14,Palermo,relacion_de_dependencia,43,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
13,Palermo,relacion_de_dependencia,36,4_anio,divorciado,0,hombre,40,cristianismo,sin_familia,0,limpiador
13,Colegiales,relacion_de_dependencia,41,4_anio,pareja_no_presente,0,hombre,40,budismo,sin_familia,1,profesional_especializado
13,Palermo,,72,4_anio,viudo_a,0,hombre,30,cristianismo,sin_familia,0,
14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,hombre,30,cristianismo,con_hijos,0,transporte
17,Palermo,empleado_municipal,41,universidad_3_anio,viudo_a,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
14,Palermo,relacion_de_dependencia,34,5_anio,divorciado,0,hombre,50,cristianismo,sin_familia,0,directivo_gerente
11,Palermo,relacion_de_dependencia,48,2_anio,divorciado,0,mujer,40,judaismo,soltero_a,0,otros
13,Palermo,relacion_de_dependencia,27,4_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,directivo_gerente
14,Palermo,relacion_de_dependencia,35,5_anio,matrimonio_civil,15024,hombre,60,cristianismo,casado,1,directivo_gerente
13,Palermo,,28,4_anio,sin_matrimonio,0,hombre,40,judaismo,con_hijos,0,
13,Palermo,relacion_de_dependencia,27,4_anio,sin_matrimonio,0,hombre,40,judaismo,con_hijos,0,reparador
14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,ventas
14,Palermo,relacion_de_dependencia,18,5_anio,sin_matrimonio,0,mujer,15,cristianismo,con_hijos,0,ventas
17,Palermo,relacion_de_dependencia,32,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,ventas
18,Palermo,relacion_de_dependencia,38,universidad_4_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,1,directivo_gerente
14,Palermo,empleado_provincial,23,5_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,otros
17,Palermo,relacion_de_dependencia,28,universidad_3_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,1,directivo_gerente
19,Palermo,empleado_provincial,40,universiada_5_anio,matrimonio_civil,0,hombre,38,cristianismo,casado,1,profesional_especializado
13,Palermo,relacion_de_dependencia,35,4_anio,divorciado,0,mujer,40,cristianismo,soltero_a,0,inspector
14,Palermo,responsable_inscripto,74,5_anio,viudo_a,0,hombre,40,cristianismo,soltero_a,0,directivo_gerente
13,Palermo,relacion_de_dependencia,28,4_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,reparador
14,Palermo,relacion_de_dependencia,23,5_anio,sin_matrimonio,0,hombre,30,cristianismo,con_hijos,0,limpiador
14,Palermo,monotibutista,20,5_anio,sin_matrimonio,-2258,hombre,10,cristianismo,con_hijos,0,sector_primario
13,Palermo,relacion_de_dependencia,44,4_anio,divorciado,0,mujer,56,judaismo,soltero_a,0,inspector
13,Palermo,empleado_municipal,46,4_anio,divorciado,0,mujer,25,cristianismo,soltero_a,0,entretenimiento
14,Palermo,,20,5_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,
17,Palermo,monotibutista,51,universidad_3_anio,matrimonio_civil,15024,hombre,50,cristianismo,casado,1,ventas
14,Palermo,relacion_de_dependencia,40,5_anio,separado,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
19,Palermo,relacion_de_dependencia,48,universiada_5_anio,matrimonio_civil,-1977,hombre,40,cristianismo,casado,1,soporte_tecnico
9,Palermo,monotibutista,60,9_grado,matrimonio_civil,-1672,hombre,84,cristianismo,casado,0,sector_primario
17,Palermo,responsable_inscripto,48,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,directivo_gerente
17,Palermo,empleado_municipal,46,universidad_3_anio,matrimonio_civil,0,mujer,70,cristianismo,casada,0,profesional_especializado
17,Palermo,responsable_inscripto,48,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,directivo_gerente
13,Palermo,,22,4_anio,sin_matrimonio,0,mujer,35,judaismo,soltero_a,0,
